example_id                                                                              | status | run_time        |
./spec/application/use_cases/get_order_by_reference_spec.rb[1:1:4:1]                    | passed | 0.00011 seconds |
./spec/application/use_cases/get_order_by_reference_spec.rb[1:1:5:1]                    | passed | 0.0001 seconds  |
./spec/application/use_cases/get_order_by_reference_spec.rb[1:1:6:1]                    | passed | 0.00029 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:1:1]                         | passed | 0.00028 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:2:1]                         | passed | 0.00022 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:3:1]                         | passed | 0.00011 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:4:1]                         | passed | 0.0001 seconds  |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:5:1]                         | passed | 0.00013 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:6:1]                         | passed | 0.00026 seconds |
./spec/application/use_cases/get_product_by_id_spec.rb[1:1:7:1]                         | passed | 0.00021 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:1]                           | failed | 0.00069 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:2]                           | failed | 0.00133 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:3]                           | failed | 0.00092 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:4]                           | failed | 0.00127 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:5]                           | failed | 0.00087 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:1:6]                           | failed | 0.00098 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:2:1]                           | passed | 0.00037 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:3:1]                           | passed | 0.00033 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:1:4:1]                           | failed | 0.00146 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:2:1]                             | passed | 0.00056 seconds |
./spec/application/use_cases/process_payment_spec.rb[1:2:2]                             | passed | 0.0007 seconds  |
./spec/application/use_cases/search_products_spec.rb[1:1:1:1]                           | passed | 0.00031 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:2:1]                           | passed | 0.00045 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:3:1]                           | passed | 0.00012 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:4:1]                           | passed | 0.00009 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:5:1]                           | passed | 0.00009 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:6:1]                           | passed | 0.00084 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:7:1]                           | passed | 0.00033 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:8:1]                           | passed | 0.00032 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:9:1]                           | passed | 0.00032 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:10:1]                          | passed | 0.00019 seconds |
./spec/application/use_cases/search_products_spec.rb[1:1:11:1]                          | passed | 0.00025 seconds |
./spec/domain/entities/category_spec.rb[1:1:1]                                          | passed | 0.00008 seconds |
./spec/domain/entities/category_spec.rb[1:1:2]                                          | passed | 0.00012 seconds |
./spec/domain/entities/category_spec.rb[1:1:3]                                          | passed | 0.00013 seconds |
./spec/domain/entities/category_spec.rb[1:2:1]                                          | passed | 0.00008 seconds |
./spec/domain/entities/category_spec.rb[1:2:2]                                          | passed | 0.00008 seconds |
./spec/domain/entities/product_spec.rb[1:1:1]                                           | passed | 0.0001 seconds  |
./spec/domain/entities/product_spec.rb[1:1:2]                                           | passed | 0.00221 seconds |
./spec/domain/entities/product_spec.rb[1:1:3]                                           | passed | 0.00011 seconds |
./spec/domain/entities/product_spec.rb[1:2:1]                                           | passed | 0.00014 seconds |
./spec/domain/entities/product_spec.rb[1:2:2]                                           | passed | 0.00009 seconds |
./spec/domain/entities/product_spec.rb[1:2:3]                                           | passed | 0.00008 seconds |
./spec/domain/entities/product_spec.rb[1:2:4]                                           | passed | 0.00007 seconds |
./spec/domain/entities/product_spec.rb[1:3:1]                                           | passed | 0.00008 seconds |
./spec/domain/entities/product_spec.rb[1:3:2]                                           | passed | 0.00013 seconds |
./spec/domain/entities/product_spec.rb[1:4:1]                                           | passed | 0.00014 seconds |
./spec/domain/entities/product_spec.rb[1:4:2]                                           | passed | 0.00233 seconds |
./spec/domain/entities/product_spec.rb[1:4:3]                                           | passed | 0.00009 seconds |
./spec/domain/entities/product_spec.rb[1:5:1]                                           | passed | 0.00008 seconds |
./spec/domain/entities/product_spec.rb[1:5:2]                                           | passed | 0.0002 seconds  |
./spec/domain/entities/product_spec.rb[1:5:3]                                           | passed | 0.0001 seconds  |
./spec/domain/entities/product_spec.rb[1:6:1]                                           | passed | 0.0001 seconds  |
./spec/domain/entities/product_spec.rb[1:6:2]                                           | passed | 0.00007 seconds |
./spec/domain/entities/product_spec.rb[1:6:3]                                           | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:1:1]                          | passed | 0.00009 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:1:2]                          | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:1:3]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:2:1]                          | passed | 0.00009 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:2:2]                          | passed | 0.00018 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:2:3]                          | passed | 0.0002 seconds  |
./spec/domain/services/order_price_calculator_spec.rb[1:1:3:1]                          | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:3:2]                          | passed | 0.00012 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:4:1]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:5:1]                          | passed | 0.00009 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:6:1]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:1:7:1]                          | passed | 0.0024 seconds  |
./spec/domain/services/order_price_calculator_spec.rb[1:2:1:1]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:1:2]                          | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:1:3]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:1:4]                          | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:2:1]                          | passed | 0.00007 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:2:2]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:3:1]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:3:2]                          | passed | 0.00008 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:3:3]                          | passed | 0.00009 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:4:1]                          | passed | 0.00013 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:4:2]                          | passed | 0.00211 seconds |
./spec/domain/services/order_price_calculator_spec.rb[1:2:5:1]                          | passed | 0.00013 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:1:1:1]                   | passed | 0.00054 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:1:2:1]                   | passed | 0.00054 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:1:3:1]                   | passed | 0.00057 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:1:4:1]                   | passed | 0.00084 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:2:1:1]                   | passed | 0.00066 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:2:2:1]                   | passed | 0.00087 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:3:1:1]                   | passed | 0.00063 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:3:2:1]                   | passed | 0.01722 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:4:1:1]                   | passed | 0.00015 seconds |
./spec/infrastructure/adapters/payment/wompi_service_spec.rb[1:4:2:1]                   | passed | 0.00015 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:1:1:1] | passed | 0.05061 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:1:1:2] | passed | 0.00165 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:1:2:1] | passed | 0.00087 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:2:1:1] | passed | 0.00136 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:2:2:1] | passed | 0.00133 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:3:1:1] | passed | 0.00188 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:3:2:1] | passed | 0.00141 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:3:3:1] | passed | 0.00132 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:4:1]   | passed | 0.01867 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:4:2]   | passed | 0.00123 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:4:3]   | passed | 0.00157 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:4:4]   | passed | 0.00147 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:5:1]   | passed | 0.00122 seconds |
./spec/infrastructure/adapters/repositories/sequel_category_repository_spec.rb[1:5:2]   | passed | 0.00163 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:1]  | passed | 0.00236 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:2]  | passed | 0.00156 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:3]  | passed | 0.0016 seconds  |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:4]  | passed | 0.00269 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:5]  | passed | 0.00147 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:6]  | passed | 0.00219 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:1:7]  | passed | 0.00151 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:1:2:1]  | passed | 0.00107 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:2:1:1]  | passed | 0.00165 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:2:2:1]  | passed | 0.00172 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:3:1]    | passed | 0.00145 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:3:2]    | passed | 0.00137 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:4:1]    | passed | 0.00145 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:4:2]    | passed | 0.00214 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:4:3]    | passed | 0.00189 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:4:4]    | passed | 0.00241 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:4:5]    | passed | 0.00161 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:5:1]    | passed | 0.00162 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:5:2]    | passed | 0.00131 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:5:3]    | passed | 0.00134 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:6:1]    | passed | 0.00191 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:6:2]    | passed | 0.10216 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:6:3]    | passed | 0.00213 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:7:1]    | passed | 0.00136 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:7:2]    | passed | 0.00128 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:7:3]    | passed | 0.00111 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:8:1]    | passed | 0.00091 seconds |
./spec/infrastructure/adapters/repositories/sequel_product_repository_spec.rb[1:8:2]    | passed | 0.00143 seconds |
./spec/infrastructure/adapters/web/categories_controller_spec.rb[1:1:1:1]               | passed | 0.00078 seconds |
./spec/infrastructure/adapters/web/categories_controller_spec.rb[1:1:2:1]               | passed | 0.00083 seconds |
./spec/infrastructure/adapters/web/categories_controller_spec.rb[1:1:3:1]               | passed | 0.00126 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:1:1]                     | passed | 0.00062 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:1:2]                     | passed | 0.00062 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:1:3]                     | passed | 0.00076 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:1:4]                     | passed | 0.00061 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:2:1]                     | passed | 0.00057 seconds |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:2:2]                     | passed | 0.0006 seconds  |
./spec/infrastructure/adapters/web/health_controller_spec.rb[1:2:3]                     | passed | 0.00064 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:1:1:1]                 | passed | 0.00265 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:1:2:1]                 | passed | 0.00083 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:1:3:1]                 | passed | 0.00098 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:1:4:1]                 | passed | 0.00133 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:1:5:1]                 | passed | 0.00094 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:2:1:1]                 | passed | 0.00098 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:2:2:1]                 | passed | 0.00691 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:2:3:1]                 | passed | 0.00145 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:3:1:1]                 | passed | 0.02642 seconds |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:3:2:1]                 | passed | 0.0288 seconds  |
./spec/infrastructure/adapters/web/products_controller_spec.rb[1:3:3:1]                 | passed | 0.0049 seconds  |
